"date","region","kata","market","market_id","latitude","longitude","category","commodity","commodity_id","unit","pricetype","currency","price","season"
"2019-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","179090.91","kiangazi kikuu"
"2019-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1844.4","kiangazi kikuu"
"2019-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","163181.82","kiangazi kikuu"
"2019-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","181272.73","kiangazi kikuu"
"2019-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1844.4","vuli"
"2019-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","180937.5","vuli"
"2019-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","188687.5","vuli"
"2019-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1855.6","vuli"
"2019-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","171750","vuli"
"2019-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","191000","vuli"
"2020-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1911.1","kiangazi kifupi"
"2020-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","176136.36","kiangazi kifupi"
"2020-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","196590.91","kiangazi kifupi"
"2020-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1933.3","kiangazi kifupi"
"2020-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","180000","kiangazi kifupi"
"2020-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","265000","kiangazi kifupi"
"2020-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1855.6","masika"
"2020-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","188636.36","masika"
"2020-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","232272.73","masika"
"2020-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1844.4","masika"
"2020-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","190833","masika"
"2020-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","195000","masika"
"2020-05-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1811.1","masika"
"2020-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","185714","masika"
"2020-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","195000","masika"
"2020-06-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1755.6","kiangazi kikuu"
"2020-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","170000","kiangazi kikuu"
"2020-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","190000","kiangazi kikuu"
"2020-07-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1733.3","kiangazi kikuu"
"2020-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","164375","kiangazi kikuu"
"2020-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","186250","kiangazi kikuu"
"2020-08-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1688.9","kiangazi kikuu"
"2020-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","145000","kiangazi kikuu"
"2020-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","175000","kiangazi kikuu"
"2020-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1744.4","kiangazi kikuu"
"2020-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","135000","kiangazi kikuu"
"2020-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","170000","kiangazi kikuu"
"2020-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1655.6","kiangazi kikuu"
"2020-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","135000","kiangazi kikuu"
"2020-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","181250","kiangazi kikuu"
"2020-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1655.6","vuli"
"2020-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","167500","vuli"
"2020-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","202500","vuli"
"2020-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1766.7","vuli"
"2020-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","163750","vuli"
"2020-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","210625","vuli"
"2021-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1721.8","kiangazi kifupi"
"2021-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","151667","kiangazi kifupi"
"2021-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","213333","kiangazi kifupi"
"2021-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1699","kiangazi kifupi"
"2021-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","130000","kiangazi kifupi"
"2021-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","215000","kiangazi kifupi"
"2021-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1699","masika"
"2021-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1699","masika"
"2021-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","137917","masika"
"2021-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","192500","masika"
"2021-05-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1709.6","masika"
"2021-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","126667","masika"
"2021-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","189167","masika"
"2021-06-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1699","kiangazi kikuu"
"2021-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","128000","kiangazi kikuu"
"2021-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","187500","kiangazi kikuu"
"2021-07-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1687.8","kiangazi kikuu"
"2021-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","157222","kiangazi kikuu"
"2021-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","180833","kiangazi kikuu"
"2021-08-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1654.7","kiangazi kikuu"
"2021-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","142500","kiangazi kikuu"
"2021-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","182000","kiangazi kikuu"
"2021-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1710.2","kiangazi kikuu"
"2021-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","167273","kiangazi kikuu"
"2021-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","180455","kiangazi kikuu"
"2021-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1675.4","kiangazi kikuu"
"2021-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","175000","kiangazi kikuu"
"2021-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","180000","kiangazi kikuu"
"2021-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1687.2","vuli"
"2021-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","171667","vuli"
"2021-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","185000","vuli"
"2021-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1808.4","vuli"
"2021-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","171667","vuli"
"2021-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","191250","vuli"
"2022-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1829.6","kiangazi kifupi"
"2022-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","186250","kiangazi kifupi"
"2022-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","192500","kiangazi kifupi"
"2022-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2087.7","kiangazi kifupi"
"2022-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","171818","kiangazi kifupi"
"2022-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","188182","kiangazi kifupi"
"2022-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2143","masika"
"2022-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","193708","masika"
"2022-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","197917","masika"
"2022-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2153.8","masika"
"2022-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","207800","masika"
"2022-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","202800","masika"
"2022-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","214800","masika"
"2022-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","193750","masika"
"2022-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","223750","kiangazi kikuu"
"2022-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","189375","kiangazi kikuu"
"2022-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","225000","kiangazi kikuu"
"2022-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","203636","kiangazi kikuu"
"2022-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","217500","kiangazi kikuu"
"2022-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","223000","kiangazi kikuu"
"2022-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2233","kiangazi kikuu"
"2022-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","260000","kiangazi kikuu"
"2022-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","265000","kiangazi kikuu"
"2022-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2376","kiangazi kikuu"
"2022-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","272500","kiangazi kikuu"
"2022-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","275500","kiangazi kikuu"
"2022-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2554","vuli"
"2022-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","270000","vuli"
"2022-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","280000","vuli"
"2022-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","2810","vuli"
"2022-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","265750","vuli"
"2022-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","280750","vuli"
"2023-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","306607","kiangazi kifupi"
"2023-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","298750","kiangazi kifupi"
"2023-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","299091","kiangazi kifupi"
"2023-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","311667","kiangazi kifupi"
"2023-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","289231","masika"
"2023-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","306731","masika"
"2023-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","280000","masika"
"2023-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","267500","masika"
"2023-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","286000","masika"
"2023-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","265000","masika"
"2023-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","287000","kiangazi kikuu"
"2023-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","312500","kiangazi kikuu"
"2023-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","310556","kiangazi kikuu"
"2023-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","263056","kiangazi kikuu"
"2023-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","263636","kiangazi kikuu"
"2023-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","252727","kiangazi kikuu"
"2023-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","301538","kiangazi kikuu"
"2023-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","291538","kiangazi kikuu"
"2023-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","330000","vuli"
"2023-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","303077","vuli"
"2023-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","285500","vuli"
"2023-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","293000","vuli"
"2024-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","215000","kiangazi kifupi"
"2024-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","285833","kiangazi kifupi"
"2024-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","248750","kiangazi kifupi"
"2024-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","277500","kiangazi kifupi"
"2024-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","260000","masika"
"2024-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","265909","masika"
"2024-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","270000","masika"
"2024-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","241500","masika"
"2024-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","280000","masika"
"2024-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","328462","masika"
"2024-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","266818","kiangazi kikuu"
"2024-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","271818","kiangazi kikuu"
"2024-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","201000","kiangazi kikuu"
"2024-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","281667","kiangazi kikuu"
"2024-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","165000","kiangazi kikuu"
"2024-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","284000","kiangazi kikuu"
"2024-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","165000","kiangazi kikuu"
"2024-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","275769","kiangazi kikuu"
"2024-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","162500","kiangazi kikuu"
"2024-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","275000","kiangazi kikuu"
"2024-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","192083","vuli"
"2024-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","275000","vuli"
"2024-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","216667","vuli"
"2024-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","283889","vuli"
"2025-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","171667","kiangazi kifupi"
"2025-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","300000","kiangazi kifupi"
"2025-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","180000","kiangazi kifupi"
"2025-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","278333","kiangazi kifupi"
"2025-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","273636","masika"
"2025-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","264091","masika"
"2025-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","244286","masika"
"2025-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","280714","masika"
"2025-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","190000","masika"
"2025-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","305000","masika"
"2025-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","170909","kiangazi kikuu"
"2025-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","278636","kiangazi kikuu"
"2025-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","185000","kiangazi kikuu"
"2025-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","246000","kiangazi kikuu"
"2025-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","221667","kiangazi kikuu"
"2025-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","222083","kiangazi kikuu"
